gene_name,TCGA-UCEC(Black Or African American)(106)
PITPNM1,0.08490566
KDM3B,0.08490566
DUSP27,0.08490566
ADAMTS1,0.08490566
ADD1,0.08490566
USP16,0.08490566
KDM2A,0.08490566
PIEZO1,0.08490566
TMTC3,0.08490566
MET,0.08490566
FAM86EP,0.08490566
ANKRD11,0.08490566
PC,0.08490566
USP25,0.08490566
OR51E1,0.08490566
FRMPD2,0.08490566
STAG2,0.08490566
CAPS2,0.08490566
PCDHB13,0.08490566
PCDHB12,0.08490566
PCDHB11,0.08490566
EPB41L3,0.08490566
KIDINS220,0.08490566
RGS4,0.08490566
ZSWIM4,0.08490566
PCDH20,0.08490566
HPS4,0.08490566
UBXN7,0.08490566
PCDHA5,0.08490566
NAP1L1,0.08490566
LRP5,0.08490566
LRRC7,0.08490566
ANK1,0.08490566
MC1R,0.08490566
EFCAB5,0.08490566
SLC9C2,0.08490566
UNC5D,0.08490566
ABCA5,0.08490566
ABCA10,0.08490566
PRKAR1A,0.08490566
CNTNAP2,0.08490566
MINK1,0.08490566
NEGR1,0.08490566
FLNC,0.08490566
FKBP10,0.08490566
SEC16B,0.08490566
ARHGAP36,0.08490566
TAOK1,0.08490566
ZFP3,0.08490566
KIF1B,0.08490566
SDK2,0.08490566
ATP2B4,0.08490566
SMG6,0.08490566
AFAP1,0.08490566
OR2L13,0.08490566
ZDHHC5,0.08490566
CC2D2A,0.08490566
EHMT1,0.08490566
MED28,0.08490566
CSNK1G3,0.08490566
ANKS1B,0.08490566
SLC25A3,0.08490566
DHX15,0.08490566
OR1A1,0.08490566
DMXL1,0.08490566
SEMA6A,0.08490566
LARP4B,0.08490566
RAG1,0.08490566
PRSS12,0.08490566
SYNM,0.08490566
ETNK1,0.08490566
KCNC1,0.08490566
CWC22,0.08490566
TBC1D8,0.08490566
RDX,0.08490566
CALCRL,0.08490566
OVCH1,0.08490566
TUBGCP2,0.08490566
SLC24A3,0.08490566
COL4A6,0.08490566
SLTM,0.08490566
TFAP2B,0.08490566
AKAP7,0.08490566
SGK1,0.08490566
PAX2,0.08490566
REV1,0.08490566
KIF16B,0.08490566
PAQR8,0.08490566
ZNF568,0.08490566
CCND2,0.08490566
SLC35A2,0.08490566
ATG4B,0.08490566
PDE3A,0.08490566
ZNF607,0.08490566
MUM1L1,0.08490566
PCNXL4,0.08490566
KIAA0355,0.08490566
KIAA0368,0.08490566
CUL7,0.08490566
RLIM,0.08490566
MUC19,0.08490566
KIRREL3,0.08490566
ZNF208,0.08490566
DPP4,0.08490566
ZNF98,0.08490566
TRIM71,0.08490566
NFIB,0.08490566
LRRTM4,0.08490566
SCN7A,0.08490566
CELSR2,0.08490566
ADAMTSL1,0.08490566
CEBPG,0.08490566
SRF,0.08490566
CEP128,0.08490566
CUL9,0.08490566
DACT1,0.08490566
KIF20B,0.08490566
TLK1,0.08490566
PANK1,0.08490566
RAB5A,0.08490566
SPTBN5,0.08490566
ZCCHC6,0.08490566
DAZL,0.08490566
NXPH1,0.08490566
TMEM2,0.08490566
WDR47,0.08490566
IRS1,0.08490566
INPP5D,0.08490566
AXL,0.08490566
ATP8B5P,0.08490566
GSPT2,0.08490566
TMEM127,0.08490566
RBM25,0.08490566
USP24,0.08490566
ZBED9,0.08490566
PID1,0.08490566
COL4A3,0.08490566
ADAM23,0.08490566
MYOF,0.08490566
UGT1A3,0.08490566
UFL1,0.08490566
GANC,0.08490566
MEGF8,0.08490566
ASIC4,0.08490566
RNF38,0.08490566
GPRASP1,0.08490566
IKZF2,0.08490566
SPATA31A6,0.08490566
PZP,0.08490566
ZNF142,0.08490566
YLPM1,0.08490566
SIPA1L1,0.08490566
DOPEY1,0.08490566
CXorf57,0.08490566
NOTCH2,0.08490566
CAMTA1,0.08490566
PHF3,0.08490566
COL9A1,0.08490566
VWA3B,0.08490566
FAM126B,0.08490566
GRIN2B,0.08490566
SECISBP2L,0.08490566
ANKRD36,0.08490566
CEP152,0.08490566
Y_RNA,0.08490566
DGKB,0.08490566
ZNF770,0.08490566
FER1L5,0.08490566
SLC12A1,0.08490566
SLC23A2,0.08490566
RASSF2,0.08490566
ARNTL,0.08490566
SRSF5,0.08490566
PHIP,0.08490566
CNNM4,0.08490566
CDK5RAP2,0.08490566
TTK,0.08490566
CDK19,0.08490566
FAM46A,0.08490566
SOX6,0.08490566
ZNF658B,0.08490566
SLC38A4,0.08490566
CBL,0.08490566
ZNF644,0.08490566
KIF3B,0.08490566
TNXB,0.08490566
SLC1A2,0.08490566
AAK1,0.08490566
TICRR,0.08490566
SIN3A,0.08490566
PVRL1,0.08490566
BTAF1,0.08490566
TTC7B,0.08490566
MYO9B,0.08490566
ABHD2,0.08490566
NTNG1,0.08490566
CXorf36,0.08490566
MDGA2,0.08490566
RGAG1,0.08490566
KIF5C,0.08490566
FLG2,0.08490566
MXD1,0.08490566
ZC3H6,0.08490566
FAM179B,0.08490566
INTS1,0.08490566
PEAK1,0.08490566
ZBTB34,0.08490566
CYP4F22,0.08490566
CCDC88C,0.08490566
CRACR2A,0.08490566
CYP4F2,0.08490566
NKTR,0.08490566
CLMN,0.08490566
RFX5,0.08490566
RBM10,0.08490566
LARP4,0.08490566
ZNF733P,0.08490566
CNTNAP5,0.08490566
ARHGEF4,0.08490566
SCN5A,0.08490566
MAPKAP1,0.08490566
GLI2,0.08490566
TTYH3,0.08490566
GOLGA4,0.08490566
NR2F2,0.08490566
PKP4,0.08490566
CARD11,0.08490566
RNF20,0.08490566
ZNF43,0.08490566
TRANK1,0.08490566
SMARCC1,0.08490566
ADAMTS7,0.08490566
MYADM,0.08490566
STYX,0.08490566
POGZ,0.08490566
WTAP,0.08490566
AMIGO3,0.08490566
RPL22,0.08490566
SCN11A,0.08490566
MROH7,0.08490566
BACE2,0.075471698
CFLAR,0.075471698
PNMAL2,0.075471698
EPHA5,0.075471698
ALS2,0.075471698
DIEXF,0.075471698
ICA1L,0.075471698
NUP98,0.075471698
SMC3,0.075471698
LILRB1,0.075471698
CLOCK,0.075471698
BIRC8,0.075471698
MLXIP,0.075471698
AC093838.4,0.075471698
PDGFRA,0.075471698
TRAK2,0.075471698
MAML3,0.075471698
DLGAP2,0.075471698
HEMGN,0.075471698
KDR,0.075471698
KIT,0.075471698
CROCC,0.075471698
PI4KA,0.075471698
MYOM2,0.075471698
FAM133A,0.075471698
HLCS,0.075471698
WDR60,0.075471698
EML2,0.075471698
WDR33,0.075471698
CNNM1,0.075471698
HNRNPU,0.075471698
GRB7,0.075471698
ERBB2,0.075471698
VWF,0.075471698
TBC1D19,0.075471698
BIN1,0.075471698
SOX9,0.075471698
CLASRP,0.075471698
PCGF2,0.075471698
CLSTN3,0.075471698
RAB11FIP1,0.075471698
DNAJC1,0.075471698
SLC5A3,0.075471698
ZMYND11,0.075471698
ZFP37,0.075471698
TRIM2,0.075471698
CACNB2,0.075471698
ANO2,0.075471698
DPP10,0.075471698
POU4F2,0.075471698
GABRA4,0.075471698
ATP8A1,0.075471698
ABI2,0.075471698
C10orf12,0.075471698
UBA6,0.075471698
RBMX2,0.075471698
ZDBF2,0.075471698
BPTF,0.075471698
AMMECR1L,0.075471698
SYMPK,0.075471698
RBM33,0.075471698
ZGRF1,0.075471698
ABCA8,0.075471698
ABCA6,0.075471698
ZC3H4,0.075471698
SRPR,0.075471698
MED15,0.075471698
LPGAT1,0.075471698
PPP3CA,0.075471698
ALPK1,0.075471698
ARVCF,0.075471698
CECR2,0.075471698
KLHL4,0.075471698
NDST3,0.075471698
PTPN4,0.075471698
MTMR7,0.075471698
ITGA6,0.075471698
LRRC37A2,0.075471698
GRID2,0.075471698
ATG2A,0.075471698
CACNB4,0.075471698
SPATA31C2,0.075471698
B3GAT1,0.075471698
DGCR8,0.075471698
PEG3,0.075471698
NAA35,0.075471698
ITPKB,0.075471698
MYO3B,0.075471698
RGPD4,0.075471698
CENPE,0.075471698
SSC5D,0.075471698
DACH2,0.075471698
MOSPD1,0.075471698
HIRA,0.075471698
LY75,0.075471698
MPP2,0.075471698
NR4A2,0.075471698
BPNT1,0.075471698
COL25A1,0.075471698
FAM167A,0.075471698
FMNL2,0.075471698
ZNF214,0.075471698
DISP1,0.075471698
GCC2,0.075471698
ARHGEF38,0.075471698
ARHGAP32,0.075471698
ZNF462,0.075471698
FRMD4A,0.075471698
PPIG,0.075471698
KCNK2,0.075471698
TTC30A,0.075471698
CDC42BPA,0.075471698
ANKRD17,0.075471698
ERCC6L2,0.075471698
SFMBT2,0.075471698
SLC39A10,0.075471698
CYLC2,0.075471698
NCKAP5,0.075471698
NUP133,0.075471698
TRPM6,0.075471698
ALB,0.075471698
ZNF702P,0.075471698
PCSK5,0.075471698
KIAA1033,0.075471698
ADAMTS3,0.075471698
USP26,0.075471698
CCDC180,0.075471698
JUP,0.075471698
ARHGEF12,0.075471698
DHX34,0.075471698
BNIP3L,0.075471698
STAT5B,0.075471698
ITIH2,0.075471698
KDM5A,0.075471698
SPATA31D5P,0.075471698
SESTD1,0.075471698
MAP4K4,0.075471698
DNAJC10,0.075471698
ZNF804A,0.075471698
UBE3B,0.075471698
ZYG11A,0.075471698
ADRA2A,0.075471698
PROX1,0.075471698
ITGA8,0.075471698
CEP78,0.075471698
SPOPL,0.075471698
BMP2K,0.075471698
TAOK3,0.075471698
STAT3,0.075471698
ROBO4,0.075471698
GPC4,0.075471698
COL1A1,0.075471698
EGR3,0.075471698
PCNT,0.075471698
C20orf194,0.075471698
SLC9A7P1,0.075471698
CASR,0.075471698
CSNK1G2,0.075471698
GDF6,0.075471698
PLAGL2,0.075471698
NKRF,0.075471698
UBE2A,0.075471698
MUC13,0.075471698
CDH22,0.075471698
PPAPDC3,0.075471698
FBXO43,0.075471698
DNMT3B,0.075471698
KIAA2026,0.075471698
SCN10A,0.075471698
SYTL2,0.075471698
UBR5,0.075471698
FZD6,0.075471698
LSAMP,0.075471698
PRKCE,0.075471698
ADAMTS20,0.075471698
UHRF1,0.075471698
KDM4B,0.075471698
HMCN2,0.075471698
PTPRS,0.075471698
SAFB2,0.075471698
ZBTB43,0.075471698
CACHD1,0.075471698
REXO1,0.075471698
BTK,0.075471698
SETX,0.075471698
PLB1,0.075471698
CDH7,0.075471698
KAT2B,0.075471698
ADNP,0.075471698
UPF3B,0.075471698
SOCS6,0.075471698
ALK,0.075471698
MBD6,0.075471698
ZNF407,0.075471698
AMOTL2,0.075471698
ACSL4,0.075471698
GDPD4,0.075471698
SALL3,0.075471698
SPATA2,0.075471698
CNTLN,0.075471698
CCDC171,0.075471698
COL6A5,0.075471698
VIT,0.075471698
NFATC1,0.075471698
ZNF860,0.075471698
ADNP2,0.075471698
SLC26A7,0.075471698
DAZAP1,0.075471698
ZFPM2,0.075471698
STK4,0.075471698
ZNF235,0.075471698
PARP10,0.075471698
CPAMD8,0.075471698
DNM2,0.075471698
COL7A1,0.075471698
ZHX3,0.075471698
ASAP1,0.075471698
CELSR3,0.075471698
CYP4F11,0.075471698
RBM12,0.075471698
DOCK6,0.075471698
FLNB,0.075471698
DNAH12,0.075471698
DAG1,0.075471698
ZNF621,0.075471698
NOTCH3,0.075471698
RNF123,0.075471698
FUT4,0.075471698
KRT84,0.075471698
MROH5,0.075471698
ZNF709,0.075471698
MEIS1,0.075471698
ARHGAP25,0.075471698
THBS2,0.075471698
SLC4A8,0.075471698
FBXO48,0.075471698
CADPS,0.075471698
LRIG1,0.075471698
RBMXL3,0.075471698
ESPL1,0.075471698
DENND1C,0.075471698
ARID2,0.075471698
C3,0.075471698
ATP13A1,0.075471698
PRSS23,0.075471698
FZD4,0.075471698
ARHGEF18,0.075471698
PNPLA6,0.075471698
HNRNPA1,0.075471698
ZBTB47,0.075471698
EPHA2,0.075471698
ITCH,0.075471698
SLC38A2,0.075471698
CRYBG3,0.075471698
DOCK8,0.075471698
SENP1,0.075471698
FYCO1,0.075471698
CYP26B1,0.075471698
ZNF638,0.075471698
UNC13A,0.075471698
SRSF6,0.075471698
MAP4,0.075471698
CEP250,0.075471698
RC3H2,0.075471698
PHLPP1,0.075471698
SALL4,0.075471698
MB21D2,0.075471698
ZNF721,0.075471698
TPO,0.075471698
TBCD,0.075471698
GNAI2,0.075471698
ZNF780A,0.075471698
TRPM8,0.075471698
SOX17,0.075471698
TFRC,0.075471698
MEGF9,0.075471698
FOXJ3,0.075471698
TBC1D15,0.075471698
IQCA1,0.075471698
GUCY2F,0.075471698
PDCD11,0.075471698
PTPRR,0.075471698
LPP,0.075471698
KCNQ2,0.075471698
GREB1,0.075471698
CEP192,0.075471698
LDLRAD4,0.075471698
COL20A1,0.075471698
POTEC,0.075471698
ANKRD30B,0.075471698
TRA2B,0.075471698
GIGYF2,0.075471698
SPIDR,0.075471698
CYP2A6,0.075471698
SLC26A1,0.075471698
DPP3,0.075471698
SON,0.075471698
PLCD4,0.075471698
CASKIN2,0.075471698
CPEB2,0.075471698
SYNJ1,0.075471698
BOD1L1,0.075471698
FGD6,0.075471698
SLC4A3,0.075471698
TMC6,0.075471698
PAX3,0.075471698
KITLG,0.075471698
NYAP2,0.075471698
COL4A4,0.075471698
SPHKAP,0.075471698
LTN1,0.075471698
GABPA,0.075471698
LRRIQ1,0.075471698
WHSC1,0.075471698
SYTL4,0.075471698
ARHGEF1,0.075471698
COL17A1,0.075471698
SLK,0.075471698
FAF1,0.075471698
SENP2,0.075471698
ESCO1,0.075471698
MECOM,0.075471698
ATP4A,0.075471698
KLHL42,0.075471698
HMGA2,0.075471698
WNT7A,0.075471698
TBK1,0.075471698
KDM3A,0.075471698
POLR1A,0.075471698
RALGAPA2,0.075471698
MED12L,0.075471698
CAD,0.075471698
FGD5,0.075471698
ST8SIA3,0.075471698
NKX2-2,0.075471698
USP15,0.075471698
PAX1,0.075471698
NR2C2,0.075471698
ZIC1,0.075471698
C3orf58,0.075471698
SLC16A7,0.075471698
PAQR9,0.075471698
ZNF512,0.075471698
B4GALNT1,0.075471698
KIAA1468,0.075471698
ZSCAN30,0.075471698
SETD5,0.075471698
SUPT5H,0.075471698
ASXL2,0.075471698
PLEKHG2,0.075471698
OSR1,0.075471698
GUCY2C,0.075471698
ILKAP,0.075471698
PER2,0.075471698
GGN,0.075471698
SIPA1L3,0.075471698
PUM2,0.075471698
B3GNT5,0.075471698
ST5,0.075471698
PLCB4,0.075471698
ZNF781,0.075471698
ZNF585A,0.075471698
NCEH1,0.075471698
ANKRD36BP2,0.075471698
SYCP2,0.075471698
SLC7A14,0.075471698
CNTN4,0.075471698
C11orf57,0.075471698
RNF138,0.075471698
CCDC178,0.075471698
SRGAP3,0.075471698
SBF2,0.075471698
ADCY5,0.075471698
RALB,0.075471698
VMA21,0.075471698
PIAS3,0.075471698
MYO1E,0.075471698
LMO7,0.075471698
NDUFS2,0.075471698
PHLPP2,0.075471698
ZNF280D,0.075471698
RFX7,0.075471698
MUC15,0.075471698
NR3C1,0.075471698
LDLRAP1,0.075471698
PCDHGB7,0.075471698
PIK3CG,0.075471698
MAX,0.075471698
ZFP36L1,0.075471698
ERCC6,0.075471698
PCDHGB6,0.075471698
TCF20,0.075471698
PCDHGA1,0.075471698
OLFML2B,0.075471698
MLIP,0.075471698
PCDHB4,0.075471698
PCDHA10,0.075471698
MICAL2,0.075471698
TFE3,0.075471698
PCDHA4,0.075471698
7-Sep,0.075471698
TLN2,0.075471698
LGR4,0.075471698
PPP2R5E,0.075471698
HS2ST1,0.075471698
EIF5AL1,0.075471698
LSM11,0.075471698
MPPED2,0.075471698
DOCK9,0.075471698
PLEKHG4,0.075471698
COPA,0.075471698
VEGFA,0.075471698
TMEM63B,0.075471698
RANBP10,0.075471698
MFAP3,0.075471698
HIF1A,0.075471698
MUC2,0.075471698
ZNF609,0.075471698
UGGT2,0.075471698
DZIP1,0.075471698
RUNX2,0.075471698
GPC6,0.075471698
EPB41,0.075471698
TBC1D25,0.075471698
SLITRK6,0.075471698
MAGEA12,0.075471698
PRKG1,0.075471698
ATP8B4,0.075471698
DCAF5,0.075471698
FNDC3A,0.075471698
PRDM1,0.075471698
RAD50,0.075471698
SYCP1,0.075471698
IGF2BP3,0.075471698
AASS,0.075471698
ABR,0.075471698
SLC13A1,0.075471698
FNIP1,0.075471698
ASCC3,0.075471698
SLC12A2,0.075471698
LTBP2,0.075471698
MROH9,0.075471698
LPAR4,0.075471698
PCDHA3,0.075471698
CLUH,0.075471698
MAGEA8,0.075471698
FAM120C,0.075471698
FAM21C,0.075471698
SOBP,0.075471698
MCC,0.075471698
ATP2A3,0.075471698
UBE2G1,0.075471698
C5orf30,0.075471698
PHTF1,0.075471698
SP4,0.075471698
PNISR,0.075471698
ZCCHC5,0.075471698
CEMIP,0.075471698
STK31,0.075471698
CFAP44,0.075471698
DUOX1,0.075471698
CCNB3,0.075471698
SHROOM4,0.075471698
NELL1,0.075471698
ADGRB2,0.075471698
HOXA7,0.075471698
TMEM168,0.075471698
FAM13B,0.075471698
SYNCRIP,0.075471698
MTMR1,0.075471698
GPR85,0.075471698
TP53BP1,0.075471698
MAGED1,0.075471698
DCAF6,0.075471698
GRHL3,0.075471698
PTGFRN,0.075471698
CBFA2T3,0.075471698
RP11-248G5.8,0.075471698
RP11-96C23.10,0.075471698
UBR1,0.075471698
VPS9D1,0.075471698
KIF3A,0.075471698
IGDCC3,0.075471698
ZIC5,0.075471698
PDP2,0.075471698
RUSC1,0.075471698
ABCC1,0.075471698
DGKZ,0.075471698
BMX,0.075471698
RSBN1L,0.075471698
IQGAP1,0.075471698
RP11-407N17.3,0.075471698
CACNA2D1,0.075471698
CLK2,0.075471698
MIS18BP1,0.075471698
CROT,0.075471698
14-Sep,0.075471698
TCHH,0.075471698
TUBGCP6,0.075471698
ABCB4,0.075471698
BRD2,0.075471698
RUNDC3B,0.075471698
ADAM22,0.075471698
GON4L,0.075471698
ZNF804B,0.075471698
TLR7,0.075471698
EGFR,0.075471698
CPEB1,0.075471698
VCL,0.075471698
JARID2,0.075471698
MYH11,0.075471698
FOXA1,0.075471698
WDTC1,0.075471698
SLCO3A1,0.075471698
HLA-F,0.075471698
MAP7D2,0.075471698
POM121,0.075471698
PHKA2,0.075471698
TYW1B,0.075471698
GATAD2B,0.075471698
IFT140,0.075471698
ATAT1,0.075471698
DHX16,0.075471698
LRRC16B,0.075471698
DPCR1,0.075471698
SLX4,0.075471698
MYH7,0.075471698
IRAK1,0.075471698
C16orf96,0.075471698
UBN1,0.075471698
KCNN3,0.075471698
ALDH1A3,0.075471698
SALL2,0.075471698
ASB7,0.075471698
PDXDC1,0.075471698
GK,0.075471698
RALGAPA1,0.075471698
PHACTR1,0.075471698
IL16,0.075471698
FZD1,0.075471698
UBA1,0.075471698
TUBGCP3,0.075471698
LRFN2,0.075471698
KTN1,0.075471698
ZBED1,0.075471698
SALL1,0.075471698
COL4A1,0.075471698
THSD4,0.075471698
CSF2RA,0.075471698
GNAO1,0.075471698
DRD1,0.075471698
USP11,0.075471698
NLRC5,0.075471698
INHBA,0.075471698
GLTSCR1L,0.075471698
GPC2,0.075471698
LCP2,0.075471698
RPS24,0.075471698
CFAP43,0.075471698
RALA,0.075471698
KIAA1107,0.075471698
ATP10B,0.075471698
DAAM1,0.075471698
DENND4A,0.075471698
NETO2,0.075471698
SOCS4,0.075471698
ITPR3,0.075471698
FCRL3,0.075471698
KIAA1024,0.075471698
SNX27,0.075471698
DSP,0.075471698
RREB1,0.075471698
KAT6B,0.075471698
MEF2D,0.075471698
CHAMP1,0.075471698
KIAA1549L,0.075471698
LMTK2,0.075471698
GAS6,0.075471698
KDM6A,0.075471698
SPRY3,0.075471698
BRPF3,0.075471698
FLT4,0.075471698
DNA2,0.075471698
INSRR,0.075471698
TFDP1,0.075471698
QSER1,0.075471698
CCDC73,0.075471698
LMNTD2,0.075471698
CANX,0.075471698
ATP11A,0.075471698
ADAMTS2,0.075471698
ABCB5,0.075471698
SMS,0.075471698
RC3H1,0.075471698
HERC2P3,0.075471698
LAMC1,0.075471698
ASIC2,0.075471698
KIAA1522,0.075471698
AGO4,0.075471698
PMS2,0.075471698
SKIV2L2,0.075471698
KIAA0100,0.075471698
SFSWAP,0.075471698
MTCL1,0.075471698
CNOT4,0.075471698
TRAPPC11,0.075471698
MTUS2,0.075471698
APBA2,0.075471698
SV2C,0.075471698
CCDC144B,0.075471698
CLSPN,0.075471698
TULP4,0.075471698
HTATSF1,0.075471698
PPP2R5C,0.075471698
TJP1,0.075471698
RP11-85G18.6,0.075471698
AGGF1,0.075471698
DHX32,0.075471698
TRPM1,0.075471698
ZNF84,0.075471698
FNDC1,0.075471698
TRIP11,0.075471698
NCOA7,0.075471698
VCAM1,0.075471698
KLF13,0.075471698
MGAM,0.075471698
CEP170B,0.075471698
CRB1,0.075471698
OPHN1,0.075471698
SFPQ,0.075471698
BRWD3,0.075471698
ZNF436,0.075471698
TEX11,0.075471698
PRG4,0.075471698
MSN,0.075471698
ADAMTS6,0.075471698
ANKRD26,0.075471698
HERC2P2,0.075471698
AR,0.075471698
HECTD2,0.075471698
ARHGEF6,0.075471698
MKRN3,0.075471698
KIF26A,0.075471698
MAGEL2,0.075471698
LIFR,0.075471698
MYH2,0.075471698
EZH2,0.075471698
FAM129A,0.075471698
ZMYM6,0.075471698
MAP3K1,0.075471698
C1orf21,0.075471698
ATP10A,0.075471698
PARD3,0.075471698
MPRIP,0.075471698
FOXO4,0.075471698
FREM2,0.075471698
C10orf90,0.075471698
NMNAT2,0.075471698
NRP1,0.075471698
KIAA1614,0.075471698
CDH12,0.075471698
DDB1,0.075471698
MROH2B,0.075471698
USP48,0.075471698
MYO19,0.075471698
KCNH2,0.075471698
BEST1,0.075471698
AGXT2,0.075471698
MARCKS,0.075471698
C6,0.075471698
ACRC,0.075471698
PLCXD3,0.075471698
CENPJ,0.075471698
CAMTA2,0.075471698
GOPC,0.075471698
ZNF594,0.075471698
RABEP1,0.075471698
LPAL2,0.075471698
KCP,0.075471698
PLG,0.075471698
KCNJ12,0.075471698
CHD1,0.075471698
RANBP3L,0.075471698
EIF2AK4,0.075471698
RFWD2,0.075471698
LUZP1,0.075471698
SYT7,0.075471698
RB1,0.075471698
SLC4A2,0.075471698
TNN,0.075471698
LPPR5,0.075471698
PLCB2,0.075471698
SYDE2,0.075471698
RABGAP1L,0.075471698
IDS,0.075471698
PAPOLA,0.075471698
ARL4A,0.075471698
RASA1,0.075471698
TRDN,0.075471698
EPHB2,0.075471698
DLG4,0.075471698
DPYD,0.075471698
GRM1,0.075471698
THSD7A,0.075471698
ATP8A2,0.075471698
TNFSF11,0.075471698
BMS1,0.075471698
FAM184A,0.075471698
MKX,0.075471698
NOS2,0.075471698
ETV1,0.075471698
USH1C,0.075471698
AXDND1,0.075471698
TMEM161B,0.075471698
NUPL1,0.075471698
ARHGAP12,0.075471698
EFCAB14,0.066037736
SLC10A3,0.066037736
7-Mar,0.066037736
ZNF484,0.066037736
PDZRN4,0.066037736
ZNF100,0.066037736
COL2A1,0.066037736
FIGN,0.066037736
WNK2,0.066037736
ANKS1A,0.066037736
PFKM,0.066037736
PAPOLB,0.066037736
KIAA1683,0.066037736
SCUBE3,0.066037736
KANK1,0.066037736
FRMD6,0.066037736
PLA2R1,0.066037736
ULK4,0.066037736
AP5Z1,0.066037736
XYLB,0.066037736
SAMD5,0.066037736
SMARCA2,0.066037736
TBC1D2B,0.066037736
GMFB,0.066037736
DKC1,0.066037736
TCP11,0.066037736
MAP4K5,0.066037736
ZFAND3,0.066037736
NCAN,0.066037736
ZNF429,0.066037736
DLEC1,0.066037736
ACKR2,0.066037736
ZNF616,0.066037736
FAM120A,0.066037736
LRRK1,0.066037736
DDX39B,0.066037736
LUC7L,0.066037736
ZNF117,0.066037736
ACVR1B,0.066037736
LYNX1,0.066037736
ZNF761,0.066037736
BAG6,0.066037736
ZNF525,0.066037736
ZNF528,0.066037736
AMER3,0.066037736
ZNF107,0.066037736
CPSF2,0.066037736
POTEE,0.066037736
TDRD7,0.066037736
RBM6,0.066037736
RTL1,0.066037736
CAPN15,0.066037736
WDR90,0.066037736
ARHGAP5,0.066037736
SLC45A4,0.066037736
TMC4,0.066037736
SLMAP,0.066037736
MLLT4,0.066037736
AGAP7P,0.066037736
SYNE3,0.066037736
ITPK1,0.066037736
PDE10A,0.066037736
GABBR2,0.066037736
WNT5A,0.066037736
IL17RB,0.066037736
LMF1,0.066037736
CHTF18,0.066037736
COCH,0.066037736
HEATR5A,0.066037736
NLRP12,0.066037736
ZNF623,0.066037736
SSTR1,0.066037736
ADCY6,0.066037736
ZNF649,0.066037736
CHERP,0.066037736
CYP2E1,0.066037736
KIAA1875,0.066037736
AKAP12,0.066037736
MEX3B,0.066037736
GRB10,0.066037736
ZNF615,0.066037736
NBEAL2,0.066037736
CATSPERB,0.066037736
PPP1R13B,0.066037736
FCHO1,0.066037736
IL12RB1,0.066037736
LRRC14,0.066037736
TDRD9,0.066037736
MAST3,0.066037736
PHF2,0.066037736
TMEM184A,0.066037736
CRACR2B,0.066037736
CDC42BPB,0.066037736
OPRM1,0.066037736
DNMBP,0.066037736
NGRN,0.066037736
PHKG1,0.066037736
USP4,0.066037736
NOTCH4,0.066037736
AGBL1,0.066037736
CCDC36,0.066037736
RASAL3,0.066037736
PGLYRP2,0.066037736
SMEK1,0.066037736
CYP4F8,0.066037736
PTCH1,0.066037736
TRAF3,0.066037736
WDR6,0.066037736
PLXNA3,0.066037736
COBLL1,0.066037736
SHANK1,0.066037736
PELI2,0.066037736
ZNF780B,0.066037736
SEMA6D,0.066037736
AGAP1,0.066037736
KIAA1467,0.066037736
HEBP1,0.066037736
FOXM1,0.066037736
TBC1D24,0.066037736
MYO6,0.066037736
CCDC150,0.066037736
RUSC2,0.066037736
PRX,0.066037736
PRPS1,0.066037736
DPF3,0.066037736
SF3B1,0.066037736
MIR1270,0.066037736
ZFAND5,0.066037736
RARS2,0.066037736
SLC17A5,0.066037736
MYO1B,0.066037736
ACTN1,0.066037736
THEMIS,0.066037736
PIK3C2G,0.066037736
MED23,0.066037736
GPHN,0.066037736
LRRC1,0.066037736
BMP5,0.066037736
GPR35,0.066037736
TMOD2,0.066037736
TRPM7,0.066037736
ACTN4,0.066037736
WDR75,0.066037736
ANKAR,0.066037736
GABPB1,0.066037736
LGSN,0.066037736
C2orf88,0.066037736
ZFYVE26,0.066037736
UNC13B,0.066037736
CLVS2,0.066037736
FOXP4,0.066037736
PIKFYVE,0.066037736
AHR,0.066037736
RAPGEF5,0.066037736
GPR162,0.066037736
AIM1,0.066037736
CDCA7L,0.066037736
BEND3,0.066037736
FAM122A,0.066037736
GPR6,0.066037736
GJA1,0.066037736
AK9,0.066037736
FBXO46,0.066037736
DYTN,0.066037736
CBWD3,0.066037736
NUSAP1,0.066037736
EXD1,0.066037736
KCNA5,0.066037736
PRKACG,0.066037736
TCERG1L,0.066037736
TNS1,0.066037736
FZD7,0.066037736
VWDE,0.066037736
TMEM62,0.066037736
NUMB,0.066037736
MIR600,0.066037736
DFNA5,0.066037736
ADGRD1,0.066037736
GALNT8,0.066037736
ELMSAN1,0.066037736
DCBLD1,0.066037736
A2M,0.066037736
ALS2CR11,0.066037736
RFX6,0.066037736
ENTPD5,0.066037736
ANKRD18A,0.066037736
CNTNAP3,0.066037736
PLEKHA5,0.066037736
ZNF540,0.066037736
FAM214A,0.066037736
XPO5,0.066037736
IGHM,0.066037736
DPY19L3,0.066037736
HAUS6,0.066037736
SGOL1,0.066037736
NOL8,0.066037736
CASC5,0.066037736
TRIM3,0.066037736
IARS,0.066037736
SPATA31D1,0.066037736
EFHB,0.066037736
AMPH,0.066037736
UBR3,0.066037736
RSPH10B,0.066037736
MYBPC2,0.066037736
ROR2,0.066037736
LSM14A,0.066037736
FAM205BP,0.066037736
ARID4A,0.066037736
NEK10,0.066037736
