gene_name,TCGA-UCEC(Asian)(20)
DPM1,0.0
ITPA,0.0
SMIM9,0.0
LINC00298,0.0
VCX3A,0.0
TARDBPP1,0.0
AC008132.15,0.0
TNFRSF13C,0.0
SPX,0.0
SPDYE13P,0.0
ADAMTS7P1,0.0
SPDYE12P,0.0
SPDYE10P,0.0
AC009264.1,0.0
AC009065.4,0.0
AC008074.1,0.0
CYP2A7P1,0.0
SPATA31B1P,0.0
ADD3-AS1,0.0
TGIF2,0.0
MYL9,0.0
RP4-705O1.1,0.0
LINC00657,0.0
CTD-2554C21.1,0.0
CTD-2554C21.2,0.0
SRGAP2D,0.0
LINC00634,0.0
AC010518.2,0.0
AC011404.1,0.0
A4GALT,0.0
CTD-3162L10.1,0.0
ATP5L2,0.0
AC245033.1,0.0
SUGCT,0.0
MAPK8IP2,0.0
SERHL2,0.0
SERHL,0.0
ARHGAP40,0.0
ARSA,0.0
STIP1P3,0.0
AC011453.3,0.0
AC011453.2,0.0
RNU6-409P,0.0
SMDT1,0.0
AC245100.1,0.0
FAM109B,0.0
AC007906.1,0.0
AC007792.1,0.0
SCAND1,0.0
PMM1,0.0
PHF5A,0.0
RANGAP1,0.0
SNORD115-26,0.0
SNORA73A,0.0
RBX1,0.0
SNORA71E,0.0
PPP1R14A,0.0
ASIP,0.0
CTB-102L5.4,0.0
SNHG24,0.0
RALY,0.0
CHMP4B,0.0
DAZ2,0.0
SNHG23,0.0
RBMY2FP,0.0
YIF1B,0.0
SMIM10L2B,0.0
CSDC2,0.0
TRPC4AP,0.0
ROMO1,0.0
SNORD116-28,0.0
CTD-2554C21.3,0.0
AC005071.4,0.0
RPL37P1,0.0
CRLF2,0.0
SPACA6P,0.0
AC004754.3,0.0
GDF5OS,0.0
AATBC,0.0
EIF6,0.0
SNORD50B,0.0
SNORD116-4,0.0
SPINT2,0.0
AL121753.1,0.0
DESI1,0.0
IL3RA,0.0
BPY2C,0.0
DAZ3,0.0
SUSD6,0.0
ARFGAP3,0.0
AC245028.1,0.0
WASH1,0.0
AC087651.1,0.0
AC126323.2,0.0
C22orf34,0.0
UQCC3,0.0
HSPB6,0.0
RP1-29C18.10,0.0
AC083864.4,0.0
AC126407.1,0.0
PIM3,0.0
IL17REL,0.0
AC126544.1,0.0
U51561.1,0.0
SNORA71A,0.0
AC073130.2,0.0
AC129492.1,0.0
AC058791.1,0.0
TXLNGY,0.0
AC090954.2,0.0
AC091178.2,0.0
PANX2,0.0
SNORA71B,0.0
LL22NC03-75H12.2,0.0
ZPR1,0.0
AC104389.2,0.0
ZNF723P,0.0
AC104389.1,0.0
CDPF1,0.0
MIRLET7B,0.0
AC104073.2,0.0
MIRLET7A3,0.0
WNT7B,0.0
AC093642.1,0.0
CTD-2308N23.2,0.0
AC092375.1,0.0
PSENEN,0.0
YWHAEP7,0.0
AC106788.1,0.0
AC117415.1,0.0
TUNAR,0.0
TTC39A-AS1,0.0
SYCE3,0.0
SNHG11,0.0
TMEM191B,0.0
TISP43,0.0
VSTM2L,0.0
THUMPD3-AS1,0.0
RP4-640H8.2,0.0
TEX36-AS1,0.0
AC023283.1,0.0
TCAF1,0.0
SCO2,0.0
AC241585.2,0.0
AC021231.1,0.0
TBC1D3K,0.0
MCAT,0.0
TBC1D3I,0.0
AC243562.1,0.0
ODF3B,0.0
AC244205.1,0.0
SNORA60,0.0
MIOX,0.0
AC133555.1,0.0
AC239395.1,0.0
AC140725.4,0.0
TRABD,0.0
AC215219.2,0.0
LDOC1L,0.0
LRFN3,0.0
SDHAF1,0.0
TRIM49D2,0.0
SYNE4,0.0
MAPK11,0.0
TRAPPC2B,0.0
AC233702.1,0.0
TOPORSLP,0.0
AL022328.1,0.0
TMEM56-RWDD3,0.0
AC024937.1,0.0
ADM2,0.0
THAP8,0.0
C20orf144,0.0
TTTY5,0.0
ASMT,0.0
RBMY1A3P,0.0
RP5-1004I9.1,0.0
TMSB4X,0.0
RPL6P2,0.0
LGALS1,0.0
CLC,0.0
LEUTX,0.0
NKX2-2,0.0
NKX2-4,0.0
PDXP,0.0
RPL37P6,0.0
RFTN1P1,0.0
RN7SKP282,0.0
PRKY,0.0
SLC35C2,0.0
TBL1Y,0.0
AMELY,0.0
CARD10,0.0
ZSWIM1,0.0
TSPY8,0.0
RPL21P18,0.0
LGALS16,0.0
HCCS,0.0
RP3-333B15.4,0.0
WFDC10A,0.0
WFDC11,0.0
SPINT4,0.0
RSRP1,0.0
RPL7P58,0.0
DNTTIP1,0.0
DLL3,0.0
GALR3,0.0
NXT1,0.0
EID2B,0.0
GCAT,0.0
RPL7P20,0.0
RP4-737E23.2,0.0
TSPY1,0.0
AC005176.2,0.0
TSPY2,0.0
MAP3K10,0.0
EPPIN-WFDC6,0.0
RP4-815D20.1,0.0
RP4-806M20.4,0.0
BANF2,0.0
BLVRB,0.0
RP11-759L5.2,0.0
ZFAS1,0.0
KCTD17,0.0
ADCK4,0.0
MIA,0.0
AF254983.1,0.0
AGAP10P,0.0
CMC4,0.0
CEBPB,0.0
RP3-509I19.11,0.0
CSF2RBP1,0.0
RP13-895J2.6,0.0
TMX4,0.0
AL008723.1,0.0
SRY,0.0
RP5-1116H23.3,0.0
PCDH11Y,0.0
RP5-856G1.2,0.0
TP53RK,0.0
RPARP-AS1,0.0
TGIF2LY,0.0
TTC9B,0.0
RP5-972B16.2,0.0
C20orf78,0.0
LINC00652,0.0
DTD1,0.0
LINC00493,0.0
RBBP9,0.0
ZFY,0.0
RPS4Y1,0.0
C1QTNF6,0.0
RP5-905H7.11,0.0
PET117,0.0
RP5-864K19.6,0.0
CA5BP1,0.0
CST13P,0.0
WFDC6,0.0
RBMY1F,0.0
RP11-410N8.4,0.0
APOBEC3F,0.0
BCORP1,0.0
POFUT1,0.0
APOBEC3C,0.0
APOBEC3B,0.0
CDY2A,0.0
CCM2L,0.0
LGALS7,0.0
LGALS7B,0.0
RP11-706O15.3,0.0
RP11-706O15.5,0.0
PKIG,0.0
CBX6,0.0
FOXS1,0.0
NLGN4Y,0.0
TMSB4Y,0.0
SMG1P2,0.0
CD99,0.0
C20orf203,0.0
COX4I2,0.0
RP11-576C2.1,0.0
RBMY1E,0.0
SGSM3,0.0
RBMY1A1,0.0
SMIM10L2A,0.0
RBMY2EP,0.0
BPIFA4P,0.0
CD99P1,0.0
RPS4Y2,0.0
BPIFB3,0.0
RPS19BP1,0.0
BPIFB2,0.0
SMIM10L1,0.0
LINC00102,0.0
EIF1AY,0.0
KDM5D,0.0
RP1-138B7.5,0.0
IFT52,0.0
SLC35G4,0.0
SF3B6,0.0
MED29,0.0
MAFF,0.0
SCOC-AS1,0.0
SCART1,0.0
APMAP,0.0
BAIAP2L2,0.0
CST7,0.0
GGTLC1,0.0
LRFN1,0.0
RP11-126O22.1,0.0
PI3,0.0
PICK1,0.0
RP5-1039K5.18,0.0
SDC4,0.0
RBMY3AP,0.0
CST3,0.0
TSPY10,0.0
WFDC2,0.0
SAGE2P,0.0
SCX,0.0
ARSEP1,0.0
ID1,0.0
USP9Y,0.0
FAM227A,0.0
DEFB124,0.0
SEBOX,0.0
MRPS12,0.0
DEFB121,0.0
KDELR3,0.0
DEFB115,0.0
UTY,0.0
PAK4,0.0
NCOR1P1,0.0
FAM182A,0.0
RP3-449O17.1,0.0
FAM182B,0.0
RP13-401N8.1,0.0
SYCN,0.0
VCX2,0.0
DDX3Y,0.0
RP4-539M6.19,0.0
ARFRP1,0.0
RNF215,0.0
CTB-61M7.1,0.0
FLJ26245,0.0
FLJ26850,0.0
LMO7-AS1,0.0
KRT18P44,0.0
KRTAP23-1,0.0
LMNTD2,0.0
ADM5,0.0
LKAAEAR1,0.0
RPSAP14,0.0
AC005301.8,0.0
RRAS,0.0
ANKRD62P1-PARP4P3,0.0
LINC01597,0.0
FLJ37453,0.0
RP13-33H18.1,0.0
FLJ40194,0.0
TBC1D17,0.0
MIR421,0.0
FLJ42102,0.0
FLJ42393,0.0
KIR2DS4,0.0
FLJ22763,0.0
MGAT4EP,0.0
FKBP9P1,0.0
AC008132.13,0.0
MEIKIN,0.0
AC008079.9,0.0
MALRD1,0.0
BACH1-IT1,0.0
CITED1,0.0
FIRRE,0.0
LSM8,0.0
LRRC75A,0.0
CLDN17,0.0
PRRG2,0.0
CCDC155,0.0
RDH13,0.0
DMRTC1,0.0
CECR5,0.0
CECR6,0.0
CECR7,0.0
FXYD6P3,0.0
LPPR2,0.0
LMO7DN,0.0
FLJ46066,0.0
TUBB4AP1,0.0
FRG2FP,0.0
COL18A1-AS1,0.0
LENG9,0.0
GLMP,0.0
NKAPP1,0.0
RHOXF1,0.0
GOLGA2P9,0.0
PCNPP4,0.0
KRTAP19-4,0.0
GOLGA6L17P,0.0
LINC01554,0.0
KRTAP19-5,0.0
MIR374B,0.0
RHOXF2B,0.0
KRTAP19-6,0.0
KRTAP19-7,0.0
LINC00205,0.0
LINC01551,0.0
KRTAP22-2,0.0
LINC01549,0.0
LINC01548,0.0
KRTAP6-2,0.0
LINC01555,0.0
KRTAP19-2,0.0
RP11-311P8.2,0.0
SPATC1L,0.0
AL513487.1,0.0
MIR374A,0.0
KCNC3,0.0
DUXAP8,0.0
LINC01579,0.0
PRKRIRP1,0.0
GAPDHP74,0.0
CT47A6,0.0
GAS2L1P2,0.0
CT47B1,0.0
LINC01566,0.0
GCC2-AS1,0.0
YBEY,0.0
LAIR2,0.0
FAM71E1,0.0
GFY,0.0
KRTAP19-1,0.0
CDC42EP5,0.0
GIMAP1-GIMAP5,0.0
LINC00189,0.0
C19orf73,0.0
LINC01537,0.0
MIR3171,0.0
RFPL4A,0.0
MIR424,0.0
FAM127C,0.0
TRMT2A,0.0
MIR376B,0.0
U2AF2,0.0
MIR325HG,0.0
ZNF784,0.0
PLAC1,0.0
MIR29C,0.0
RFPL4AL1,0.0
MIR20A,0.0
MIR205,0.0
ZNF579,0.0
ARVCF,0.0
SBK2,0.0
AP000998.2,0.0
SSC5D,0.0
NAT14,0.0
MIR548X,0.0
LINC00896,0.0
EBLN3,0.0
SNRNP70,0.0
ZNF444,0.0
MIR6080,0.0
MIR600,0.0
MIR125B2,0.0
ZSCAN5C,0.0
DKFZp434J0226,0.0
RTN4R,0.0
GRWD1,0.0
ZNF75D,0.0
FAM83E,0.0
ZNF787,0.0
DRICH1,0.0
SPHK2,0.0
RP13-565O16.2,0.0
MIR5787,0.0
SEC1P,0.0
DMBT1P1,0.0
LINC00269,0.0
RP11-85L21.6,0.0
RP11-85L21.4,0.0
FAM127A,0.0
PPIAP22,0.0
MIR503,0.0
SHISA7,0.0
MIR20B,0.0
HIRA,0.0
CGB2,0.0
TMEM86B,0.0
MIR18B,0.0
LINC00314,0.0
MIR124-1,0.0
FAR2P1,0.0
CGB1,0.0
FAR2P3,0.0
MIR19B2,0.0
UBE2S,0.0
GSC2,0.0
MIR1204,0.0
MIR92A2,0.0
TSSK2,0.0
MIR363,0.0
DGCR9,0.0
RP11-402P6.9,0.0
PRODH,0.0
RPS26P11,0.0
C22orf39,0.0
MIR106A,0.0
CYYR1,0.0
FAM74A7,0.0
MIR19B1,0.0
MIR17,0.0
LINC00308,0.0
AP000233.4,0.0
TMEM190,0.0
IL11,0.0
COX6B2,0.0
MIR542,0.0
TBX1,0.0
MIR450A2,0.0
LINC00158,0.0
BAX,0.0
GP1BB,0.0
MIR450B,0.0
HSPBP1,0.0
FAM231C,0.0
MIR124-2HG,0.0
CLDN5,0.0
SNX12,0.0
LINC01546,0.0
LINC01535,0.0
RP11-420N3.3,0.0
AMMECR1,0.0
SRPX2,0.0
LINC00890,0.0
LINC01181,0.0
LINC01169,0.0
LINC01168,0.0
MIR526B,0.0
LINC01159,0.0
HMGN1,0.0
MIR520A,0.0
MIR519C,0.0
AP000295.9,0.0
RP6-24A23.6,0.0
RPL36A-HNRNPH2,0.0
RPL23AP12,0.0
MIR515-2,0.0
ARMCX4,0.0
MIR520F,0.0
AP000304.12,0.0
MIR519E,0.0
MIR515-1,0.0
LINC01183,0.0
MIR519B,0.0
ST13P18,0.0
MIR524,0.0
LINC01266,0.0
LINC01260,0.0
SIGLEC14,0.0
MIR99B,0.0
INAFM1,0.0
LINC01257,0.0
MIR125A,0.0
LINC00323,0.0
HMGB3P30,0.0
MIR518C,0.0
MIR525,0.0
MIR520C,0.0
MIR526A1,0.0
MIR548M,0.0
MIR520B,0.0
EEF1A1P15,0.0
LINC01235,0.0
AL109750.1,0.0
LINC01220,0.0
LINC01207,0.0
MIR498,0.0
TCP11X1,0.0
TCP11X2,0.0
ZNF321P,0.0
LINC01106,0.0
LINC01105,0.0
ZNF888,0.0
RIPPLY3,0.0
LINC01101,0.0
LINC01098,0.0
LA16c-380H5.1,0.0
LINC01097,0.0
LINC-PINT,0.0
FAM90A27P,0.0
MIR1323,0.0
LINC01090,0.0
RAB9B,0.0
ERVV-2,0.0
H2BFM,0.0
LINC00950,0.0
LL0XNC01-240C2.1,0.0
CLDN14,0.0
LINC00282,0.0
LINC00602,0.0
LA16c-306E5.2,0.0
MIR802,0.0
KRT17P5,0.0
LINC01118,0.0
NCBP2L,0.0
MIR512-2,0.0
KANTR,0.0
KCNE5,0.0
CTB-167G5.6,0.0
DSCR4,0.0
BEX4,0.0
NUP62CL,0.0
KCTD9P3,0.0
TCEAL8,0.0
LINC01128,0.0
RIPPLY1,0.0
LINC01123,0.0
KLF2P1,0.0
LINC01122,0.0
LINC01120,0.0
KLF2P4,0.0
LINC01119,0.0
TCEAL3,0.0
LINC01270,0.0
RP13-88F20.1,0.0
GS1-114I9.3,0.0
HOXA10-HOXA9,0.0
LINC01402,0.0
OSCAR,0.0
KRTAP21-2,0.0
KRTAP10-5,0.0
KRTAP21-1,0.0
KRTAP8-1,0.0
KLK9,0.0
LINC01378,0.0
LINC01366,0.0
KRTAP10-2,0.0
RP11-325E14.2,0.0
KRTAP7-1,0.0
KRTAP10-1,0.0
LINC01361,0.0
CACNG8,0.0
KRTAP19-8,0.0
C21orf2,0.0
TERF1P4,0.0
LINC01356,0.0
MIR372,0.0
HK2P1,0.0
LINC01405,0.0
LINC01276,0.0
KRTAP12-3,0.0
FGF16,0.0
SSR4P1,0.0
KLK15,0.0
PTTG1IP,0.0
LINC01518,0.0
KRTAP22-1,0.0
UBE2G2,0.0
KRTAP10-12,0.0
KRTAP12-1,0.0
LINC01501,0.0
LINC01410,0.0
LINC01471,0.0
KRTAP6-1,0.0
HACD4,0.0
LINC01430,0.0
LENG1,0.0
KRTAP20-1,0.0
KRTAP20-4,0.0
CTB-147C22.3,0.0
KRTAP20-2,0.0
ICOSLG,0.0
C21orf33,0.0
PWP2,0.0
hsa-mir-6511b-1,0.0
CTD-3187F8.2,0.0
IGLON5,0.0
UBE2DNL,0.0
MIR516B2,0.0
MIR520G,0.0
LINC01301,0.0
MIR517B,0.0
HPVC1,0.0
TFF3,0.0
HSPC047,0.0
HP09025,0.0
RP13-140E4.1,0.0
CLDND2,0.0
RP11-232D9.1,0.0
AC005000.1,0.0
LINC01291,0.0
MIR521-2,0.0
MIR519D,0.0
RP13-258O15.1,0.0
LINC01278,0.0
MIR526A2,0.0
WDR4,0.0
MIR518E,0.0
LINC01312,0.0
MIR371A,0.0
MIR516A2,0.0
LINC01346,0.0
CSTB,0.0
MIR1283-2,0.0
MIR516A1,0.0
CTU1,0.0
MIR527,0.0
MIR548I4,0.0
LINC01342,0.0
MIR520H,0.0
CRYAA,0.0
MIR517C,0.0
MIR518A2,0.0
U2AF1,0.0
LINC01341,0.0
LINC01330,0.0
RNU6-980P,0.0
ERVH48-1,0.0
MIR612,0.0
RP6-22P16.1,0.0
DDX3P1,0.0
DDTL,0.0
SPACA5B,0.0
RP11-552E4.3,0.0
GSTTP1,0.0
SSX1,0.0
SSX9,0.0
SSX3,0.0
BHLHE23,0.0
IGSF23,0.0
DDT,0.0
CENPU,0.0
LINC00686,0.0
SDCBP2,0.0
PRR36,0.0
CEACAM19,0.0
CEACAM16,0.0
MIR514A3,0.0
RP11-305P22.9,0.0
LINC00029,0.0
MIR124-3,0.0
MIR514A1,0.0
NTSR1,0.0
CD81-AS1,0.0
RP5-1158E12.1,0.0
ADRM1,0.0
TMEM211,0.0
MIR1257,0.0
SMG9,0.0
RNF212B,0.0
HRH3,0.0
REXO1L1P,0.0
CCDC144NL-AS1,0.0
REC114,0.0
GUCD1,0.0
TMEM185AP1,0.0
WI2-87327B8.1,0.0
CABLES2,0.0
CTC-512J12.6,0.0
TIMP1,0.0
CCDC184,0.0
MIR1-1,0.0
MIR133A2,0.0
ELK1,0.0
UXT,0.0
RP4-576H24.4,0.0
CEP295NL,0.0
BIRC7,0.0
PRR35,0.0
TCF15,0.0
PCSK1N,0.0
MIR514B,0.0
RP5-850E9.3,0.0
PPDPF,0.0
TRAPPC6A,0.0
BLOC1S3,0.0
PTK6,0.0
ZDHHC8P1,0.0
SRXN1,0.0
CES5AP1,0.0
SMARCB1,0.0
PRAF2,0.0
RAB36,0.0
MIR508,0.0
MIR507,0.0
NRSN2,0.0
SOX12,0.0
SRMS,0.0
MIR506,0.0
DEFB132,0.0
PPP1R37,0.0
ERAS,0.0
EEF1A2,0.0
PRR29,0.0
APOE,0.0
MIR509-1,0.0
APOC1P1,0.0
APOC4-APOC2,0.0
APOC4,0.0
CHCHD10,0.0
C22orf15,0.0
CHRNA4,0.0
RELB,0.0
PRR34,0.0
TBC1D25,0.0
CLASRP,0.0
FAM110A,0.0
WDR13,0.0
AP000347.2,0.0
RP11-261N11.8,0.0
MIR509-3,0.0
MIR509-2,0.0
SCRT2,0.0
RNY3P11,0.0
C8orf88,0.0
MIRLET7C,0.0
MIR298,0.0
CEACAMP10,0.0
RP11-306O13.1,0.0
RP11-299H22.3,0.0
RP11-291L22.6,0.0
ZFP92,0.0
FTHL17,0.0
RASL10A,0.0
MIR296,0.0
BAALC-AS1,0.0
RP11-285G1.15,0.0
RP11-325O24.6,0.0
RP11-274B21.14,0.0
RP11-274B21.12,0.0
RP11-26J3.4,0.0
CSAG2,0.0
ATP5E,0.0
RP11-24M17.6,0.0
RP11-249C24.12,0.0
RHBDD3,0.0
RP11-244M2.1,0.0
CKS1BP6,0.0
RP11-32B5.8,0.0
C6orf49,0.0
RP11-36D19.9,0.0
RP1-130H16.18,0.0
ARPIN,0.0
RP11-395L14.18,0.0
AVP,0.0
RP11-394O4.5,0.0
ARX,0.0
RP11-38C17.1,0.0
RP11-386G11.11,0.0
MAGEB5,0.0
RP11-363N22.3,0.0
FAM58A,0.0
UQCR10,0.0
VENTXP1,0.0
ANKRD60,0.0
OXT,0.0
GNRH2,0.0
RP11-350A1.1,0.0
SLC6A8,0.0
DUSP9,0.0
NIPSNAP1,0.0
C20orf141,0.0
RP11-204E4.4,0.0
RP11-160E2.6,0.0
IGLL3P,0.0
IMPDH1P4,0.0
C11orf97,0.0
AF013593.1,0.0
MIR4330,0.0
RP11-114G11.5,0.0
C18orf65,0.0
RP11-108M9.3,0.0
CD99L2,0.0
MIR646,0.0
C19orf83,0.0
EMID1,0.0
MIR2114,0.0
LINC00894,0.0
C19orf84,0.0
MIR221,0.0
RP11-100E5.2,0.0
CRYBB3,0.0
RP1-19N1.1,0.0
CXorf40B,0.0
C21orf62-AS1,0.0
C11orf39,0.0
FAM217B,0.0
RP11-141M3.6,0.0
bP-2189O9.2,0.0
BAALC-AS2,0.0
DYNLT3,0.0
EDN3,0.0
RP11-147L13.13,0.0
BEND3P1,0.0
EBF4,0.0
ZNF575,0.0
AC092198.1,0.0
RP6-186E3.1,0.0
SDCBPP3,0.0
NYX,0.0
BET1P1,0.0
RP11-142A22.3,0.0
L34079.2,0.0
GPR82,0.0
CTA-929C8.6,0.0
BGLT3,0.0
PRRG3,0.0
MIAT,0.0
IGLJ7,0.0
IGLJ5,0.0
DEFB127,0.0
CTC-242N15.1,0.0
MIR3156-3,0.0
RP11-167P23.4,0.0
IGLV6-57,0.0
IGLV4-60,0.0
IGLVIV-64,0.0
TMEM160,0.0
MIRLET7BHG,0.0
MIR99AHG,0.0
MIR92A1,0.0
CTC-339O9.1,0.0
ANKRD30BP2,0.0
CTC-459F4.9,0.0
MIR130B,0.0
SPANXB1,0.0
MIR301B,0.0
CTD-2006C1.13,0.0
MIR9-2,0.0
SDF2L1,0.0
MIR8078,0.0
YDJC,0.0
SPANXA2-OT1,0.0
BMS1P20,0.0
GAGE12J,0.0
CTB-31N19.5,0.0
IGLV1-44,0.0
MYDGF,0.0
CT45A9,0.0
PAGE2B,0.0
IGLV7-46,0.0
CALM3,0.0
CT83,0.0
SPANXN4,0.0
IGLV5-48,0.0
RP11-382F24.1,0.0
FKRP,0.0
GNG8,0.0
LINC00266-1,0.0
TEKT4P2,0.0
RP1-171K16.5,0.0
CTB-55O6.8,0.0
bP-21201H5.1,0.0
IGLV1-51,0.0
STRN4,0.0
IGLV5-52,0.0
MIR320D2,0.0
LINC00632,0.0
CCDC9,0.0
CYCSP6,0.0
AC003002.6,0.0
MIR663AHG,0.0
SMPD4P1,0.0
CTD-2527I21.15,0.0
SCARF2,0.0
CTD-3022G6.1,0.0
CTD-3157E16.2,0.0
CTC-444N24.8,0.0
MIR6511A2,0.0
C19orf68,0.0
MIR8074,0.0
FAM230A,0.0
SMIM17,0.0
AL034449.1,0.0
CT45A1,0.0
MIR646HG,0.0
XXbac-B33L19.4,0.0
DGCR6L,0.0
DCANP1,0.0
XXbac-B444P24.10,0.0
CTD-2358C21.5,0.0
SEPW1,0.0
POM121L4P,0.0
MIR1468,0.0
RIMBP3C,0.0
PI4KAP2,0.0
TMEM191C,0.0
MIR7162,0.0
RIMBP3B,0.0
POM121L8P,0.0
GGT2,0.0
POM121L7,0.0
MIR6859-3,0.0
KB-1592A4.15,0.0
RHOT1P2,0.0
MIR505,0.0
CTD-2269E23.4,0.0
MIR6817,0.0
SERPIND1,0.0
MIR6770-3,0.0
MIR6723,0.0
AC004076.9,0.0
EHD2,0.0
CT45A10,0.0
CSNK2B-LY6G5B--991,0.0
CRACR2B,0.0
H3F3AP5,0.0
IGLV2-8,0.0
IGLV3-9,0.0
IGLV3-10,0.0
IGLV2-11,0.0
IGLV3-12,0.0
PDCD6IPP2,0.0
ZBTB46,0.0
ABHD16B,0.0
MIR513C,0.0
ZBTB45,0.0
IGLV3-21,0.0
MIR891A,0.0
IGLV3-16,0.0
MIR891B,0.0
DMPK,0.0
MIR892B,0.0
PARD6G-AS1,0.0
ZNF446,0.0
CFAP99,0.0
IGLV2-18,0.0
SLC2A4RG,0.0
IGLV3-6,0.0
PECAM1,0.0
LIME1,0.0
IGLC3,0.0
GAGE13,0.0
IGLJ3,0.0
RTEL1-TNFRSF6B,0.0
TNFRSF6B,0.0
GAGE2E,0.0
DEFB126,0.0
GAGE12G,0.0
IGLL5,0.0
GAGE12H,0.0
GAGE2A,0.0
MIR513B,0.0
AC016629.3,0.0
IGLV3-1,0.0
PGM5P4,0.0
MZF1,0.0
RP4-583P15.15,0.0
PYY3,0.0
IGLV4-3,0.0
IGLV3-19,0.0
ZNF324,0.0
CTD-2583A14.10,0.0
CHMP1B2P,0.0
NANOS2,0.0
SOX18,0.0
IGLV3-32,0.0
XAGE3,0.0
GPR173,0.0
IGLV2-33,0.0
NBPF8P,0.0
AL139396.1,0.0
IGLV2-34,0.0
RGS19,0.0
DMWD,0.0
IGLV7-35,0.0
NATD1,0.0
IGLV1-36,0.0
CITF22-62D4.1,0.0
IGLV1-40,0.0
CNTNAP3P2,0.0
COA7,0.0
CPTP,0.0
OPRL1,0.0
CH17-472G23.4,0.0
ZNF274,0.0
ZNF8,0.0
ERVK3-1,0.0
CTD-2619J13.19,0.0
XAGE1B,0.0
OR56A5,0.0
RPS5,0.0
IGLV2-23,0.0
ZNF837,0.0
XAGE2,0.0
MIR892A,0.0
SSX8,0.0
OGFRP1,0.0
ZNF497,0.0
IGLV3-27,0.0
MIR888,0.0
POM121L1P,0.0
UCKL1,0.0
SSX2,0.0
FOXA3,0.0
CH17-335B8.4,0.0
CH17-431G21.1,0.0
TTTY11,0.0
OR4F5,0.0
ZBTB32,0.0
RPS17P5,0.0
AL354933.1,0.0
MIR30A,0.0
MIR30C2,0.0
LINC00472,0.0
FKBP1C,0.0
RBBP4P4,0.0
XXbac-BPG55C20.7,0.0
POM121L14P,0.0
GUSBP4,0.0
PRIM2,0.0
RP1-152L7.5,0.0
MIR206,0.0
DEFB110,0.0
RP1-234P15.4,0.0
DEFB113,0.0
DEFB114,0.0
DEFB133,0.0
CENPQ,0.0
ANKRD66,0.0
ENPP4,0.0
TMEM151B,0.0
SLC29A1,0.0
C6orf223,0.0
DNPH1,0.0
RRP36,0.0
MEA1,0.0
KHDC1L,0.0
MEI4,0.0
RP1-139D8.6,0.0
OSTM1,0.0
CENPW,0.0
HEY2,0.0
ASF1A,0.0
MCM9,0.0
RWDD1,0.0
FAM26F,0.0
MARCKS,0.0
FAM229B,0.0
CCDC162P,0.0
ZNF259P1,0.0
LINC00222,0.0
OSTM1-AS1,0.0
POPDC3,0.0
IRAK1BP1,0.0
LINC00577,0.0
RP3-467N11.2,0.0
MIR2113,0.0
AL359987.1,0.0
LYRM2,0.0
UBE2J1,0.0
C6orf163,0.0
RP11-76H14.2,0.0
RP11-132M7.3,0.0
RP11-296E7.1,0.0
SH3BGRL2,0.0
HMGN3,0.0
CNPY3,0.0
GUCA1A,0.0
VKORC1L1,0.0
LY6G6D,0.0
HLA-DRB1,0.0
HLA-DRB6,0.0
RNU1-61P,0.0
HLA-DRB5,0.0
HLA-DRA,0.0
BTNL2,0.0
GPSM3,0.0
PRRT1,0.0
NELFE,0.0
HSPA1B,0.0
LSM2,0.0
SAPCD1,0.0
LY6G6E,0.0
HLA-DOB,0.0
LY6G6F,0.0
XXbac-BPG32J3.20,0.0
ABHD16A,0.0
LY6G5C,0.0
LY6G5B,0.0
CSNK2B,0.0
GPANK1,0.0
NCR3,0.0
LTB,0.0
PSORS1C3,0.0
PSORS1C1,0.0
LINC00243,0.0
HLA-DQA2,0.0
XXbac-BPG181M17.5,0.0
C6orf132,0.0
SPDEF,0.0
CCND3,0.0
USP49,0.0
MDFI,0.0
NCR2,0.0
UNC5CL,0.0
ZFAND3,0.0
RAB44,0.0
PXT1,0.0
MAPK13,0.0
CLPS,0.0
CLPSL2,0.0
C6orf106,0.0
RPS10,0.0
HLA-DPA1,0.0
RPS10-NUDT3,0.0
C6orf1,0.0
HMGA1,0.0
MIR1275,0.0
MLN,0.0
UQCC2,0.0
LINC00336,0.0
CUTA,0.0
VPS52,0.0
HLA-DPA3,0.0
HLA-DPB2,0.0
HLA-DPB1,0.0
MIR588,0.0
PRELID1P1,0.0
Z97352.1,0.0
EPDR1,0.0
RASA4CP,0.0
URGCP-MRPS24,0.0
MPLKIP,0.0
AC004987.10,0.0
LINC00265,0.0
AC004837.4,0.0
YAE1D1,0.0
TRGV4,0.0
TRGV10,0.0
TRGV11,0.0
TRGJP1,0.0
TRGJP2,0.0
NPSR1-AS1,0.0
PGAM2,0.0
RP9P,0.0
RP11-225B17.2,0.0
MIR550A2,0.0
PPP1R17,0.0
INMT,0.0
AC005154.6,0.0
MIR550A3,0.0
PRR15,0.0
AC005017.2,0.0
RPL35P4,0.0
EVX1,0.0
HOXA6,0.0
DBNL,0.0
POLD2,0.0
SMLR1,0.0
RP11-760D2.1,0.0
RP11-797H7.5,0.0
RP11-416N13.1,0.0
RP11-561N12.5,0.0
RP5-1193P9.4,0.0
RP11-340I6.8,0.0
RP11-340I6.7,0.0
AC069285.1,0.0
RP11-196D18.1,0.0
MIR3147,0.0
RP11-220H4.2,0.0
RP11-760D2.5,0.0
RP11-760D2.11,0.0
RP11-700P18.1,0.0
MYL7,0.0
NUPR1L,0.0
14-Sep,0.0
